amount,transaction_frequency,transaction_hour,location_mismatch,device_change,account_age_days,previous_transaction_count,failed_transaction_count,international_transaction,unusual_transaction,is_fraud
6111.93,10,21,1,0,340,16,0,0,0,0
2029.9,5,15,0,0,413,15,1,1,0,0
3924.35,4,13,0,1,474,23,0,1,0,0
2416.08,2,8,0,0,211,12,0,0,0,0
44340.96,6,2,0,0,221,19,0,0,0,0
4065.41,4,17,0,0,22,3,0,0,0,0
20852.56,5,0,0,0,82,2,0,0,0,0
3656.92,6,16,0,0,255,13,1,0,0,0
5763.43,13,11,0,0,417,19,0,0,0,0
1186.35,2,18,0,0,242,14,1,0,0,0
2843.89,2,22,0,1,531,38,0,0,0,0
5489.18,12,13,0,0,199,14,0,1,0,1
21720.33,8,13,0,0,208,18,1,0,0,0
5552.38,10,11,0,0,639,28,1,0,0,0
17742.54,3,8,0,0,408,18,2,0,1,1
8439.93,4,2,1,0,583,33,0,0,0,0
22638.37,3,0,0,1,421,20,0,0,0,0
4192.1,2,17,0,0,352,18,0,0,0,0
48543.85,7,21,0,1,413,24,0,0,0,0
2736.96,5,1,0,0,131,7,0,0,0,0
2066.35,4,7,0,1,50,1,0,0,0,0
1326.03,9,14,0,1,120,8,1,0,0,0
45753.55,7,16,0,0,80,4,0,0,0,0
10091.49,11,17,1,0,402,17,0,0,0,0
3183.95,2,16,0,0,647,30,0,0,0,0
15506.63,12,2,0,0,127,3,0,0,0,0
8845.75,7,6,0,0,385,19,0,0,0,0
31765.23,4,11,0,0,802,39,2,0,0,1
945.93,7,1,0,0,562,28,1,0,0,0
3410.59,4,8,0,1,431,23,0,1,0,0
2800.29,6,9,0,1,330,16,0,0,0,0
617.89,7,23,0,1,408,22,2,0,0,0
12840.09,7,7,0,0,363,18,1,0,0,0
3393.45,2,23,0,0,294,19,0,1,0,0
9317.33,3,16,0,0,148,15,0,0,0,0
47087.93,2,16,0,0,206,14,0,0,0,0
3123.65,7,19,0,0,389,15,0,0,0,0
2918.56,5,20,0,0,613,34,1,0,0,0
5007.36,6,5,0,0,131,8,0,0,0,0
11935.2,3,10,0,1,1049,48,0,0,0,0
2523.21,6,12,0,0,74,3,0,0,0,0
2366.19,6,23,0,0,166,7,0,0,0,0
12799.86,10,0,0,0,400,18,1,1,0,0
6494.03,7,11,1,0,501,29,1,0,0,0
575.52,6,5,0,0,209,8,0,0,0,0
1305.85,3,4,0,0,337,20,1,0,0,1
19955.02,4,18,0,0,294,14,0,0,0,0
6647.05,8,4,0,0,257,13,0,0,0,0
2075.18,5,19,0,1,164,8,0,0,0,0
3750.3,10,23,0,0,394,23,0,1,0,0
4506.32,3,18,0,0,408,24,0,0,0,0
9281.08,2,4,0,0,329,27,1,1,0,0
1143.37,7,3,0,0,531,23,0,0,0,0
1918.02,5,10,0,1,393,24,0,0,1,0
5842.74,5,13,0,0,187,6,1,0,0,0
4024.54,5,18,0,0,808,35,0,0,0,0
7878.24,9,10,0,0,461,24,0,0,0,0
1300.49,8,4,0,0,264,7,0,0,0,0
6355.84,7,23,0,0,236,8,0,0,0,0
13247.76,7,21,0,0,233,13,2,0,0,0
7235.96,6,15,0,0,140,10,2,1,0,0
5110.8,5,16,0,0,201,11,0,0,0,0
4040.47,4,22,0,0,363,15,0,1,1,0
1929.76,6,11,0,0,472,25,0,0,0,0
4138.14,10,3,0,0,746,37,0,0,0,0
15673.17,7,14,0,0,267,10,0,0,0,0
3948.03,3,10,0,0,386,15,0,1,0,0
1826.57,11,19,0,0,380,24,0,0,0,0
2718.28,9,18,0,0,200,12,0,0,0,0
5436.28,7,11,0,1,443,23,1,0,0,0
3060.97,11,8,0,0,108,6,0,0,0,0
7225.01,6,10,1,0,306,11,0,0,0,0
7501.39,5,15,0,0,265,19,0,0,0,0
10818.18,9,15,0,0,211,6,0,1,0,0
18463.65,6,12,0,0,408,22,1,0,0,0
12038.42,7,12,0,0,748,38,1,0,0,0
1747.18,5,23,0,0,575,35,1,0,0,0
1801.66,3,6,0,0,374,14,1,0,0,0
4122.56,8,4,0,0,547,38,0,0,0,0
2832.24,3,19,0,0,891,42,0,0,0,0
1424.64,6,22,0,0,189,10,0,0,0,0
2859.23,3,14,0,0,305,13,0,0,1,0
2766.91,6,9,0,0,436,24,0,0,1,0
2271.4,8,8,0,0,459,14,0,0,0,0
3242.86,6,11,0,1,268,15,0,0,0,0
14450.02,12,1,0,0,379,16,0,1,0,0
5427.52,4,12,0,0,279,16,0,0,0,0
52670.41,5,6,0,0,319,18,1,0,0,0
5273.81,5,6,0,0,81,6,0,0,0,0
3327.36,7,13,0,0,748,26,1,0,0,0
4465.48,5,23,0,0,67,1,1,0,0,0
5747.34,5,4,0,0,223,13,1,0,0,0
6872.3,7,21,0,0,472,23,0,0,0,0
35479.53,6,12,0,0,620,29,0,0,0,0
1909.66,4,23,0,0,276,11,1,0,0,0
10499.11,5,9,0,1,509,36,0,0,0,0
5473.92,5,23,0,1,309,17,2,1,0,0
924.18,5,15,0,0,403,21,0,0,0,0
9611.34,5,16,0,0,232,14,1,0,0,0
15797.76,4,13,0,0,477,30,1,0,0,0
1887.15,6,10,0,0,127,2,0,0,0,0
4407.51,3,12,0,0,1028,51,0,0,0,0
792.07,5,20,0,0,202,9,0,0,1,0
1262.93,4,19,1,0,139,9,0,0,0,0
12683.15,6,0,0,0,323,13,0,0,0,0
2789.4,6,16,0,0,256,8,0,1,0,0
1467.33,9,20,0,0,741,39,1,0,0,0
5594.06,4,17,0,0,922,64,0,0,0,0
2637.5,11,11,1,0,208,16,0,0,0,0
2777.14,16,8,0,0,435,24,0,0,0,0
9314.49,4,16,0,0,405,17,0,0,0,0
1391.68,8,15,0,0,425,16,0,0,0,0
1798.37,7,8,0,0,164,7,0,0,0,0
5187.88,5,9,0,0,161,10,0,0,1,0
11724.19,8,8,1,0,346,10,1,0,0,0
15339.1,6,1,0,0,412,21,0,1,1,1
2286.87,7,0,0,0,116,10,0,0,0,0
11354.59,6,1,0,1,225,12,0,0,0,0
2030.14,4,10,0,0,297,18,0,1,0,0
27617.62,5,12,0,0,639,27,0,0,0,0
1431.14,5,9,0,0,536,27,0,0,0,0
16788.99,5,22,0,0,729,37,1,0,0,0
2306.56,5,5,1,0,322,16,0,1,1,0
33297.79,8,9,0,0,244,13,0,1,1,0
8033.06,7,5,0,0,701,37,0,1,0,0
1609.99,9,7,0,0,315,17,0,0,0,0
2637.96,4,14,0,0,475,27,0,0,1,0
9712.62,5,7,0,0,63,2,0,0,0,0
12741.82,10,7,0,0,306,19,0,0,0,0
4143.45,6,16,0,0,318,13,0,0,0,0
4650.17,8,19,0,0,312,12,0,0,0,0
9493.41,3,5,0,1,342,19,0,0,0,0
5073.56,4,2,0,0,688,47,1,0,0,0
1219.86,7,5,0,0,229,11,0,1,0,0
1972.44,7,13,0,0,532,14,0,0,0,0
5625.81,10,23,0,1,103,5,0,0,0,0
14995.15,2,3,0,0,114,6,1,0,0,0
22381.33,5,1,0,0,168,6,0,0,0,0
9696.59,6,12,0,0,200,13,1,0,0,0
5927.1,7,23,0,0,529,33,0,0,0,0
9403.28,2,13,1,0,346,20,0,0,0,0
2283.01,2,22,0,0,83,4,2,0,0,0
3815.28,3,15,0,0,370,12,0,0,0,0
1950.56,6,0,0,0,369,10,0,0,0,0
1275.71,7,10,0,0,15,0,0,0,0,0
6207.72,3,18,0,1,729,39,0,1,0,0
5353.54,7,12,0,0,182,9,0,0,0,0
8845.4,9,4,0,1,527,38,1,0,0,0
7677.98,8,4,0,1,454,20,1,0,0,0
5668.3,9,15,0,0,136,9,0,0,1,0
7759.06,5,11,0,0,645,39,0,0,0,0
4261.25,6,13,0,1,410,17,1,0,0,0
6720.32,4,8,0,0,642,29,1,0,0,0
2151.36,2,8,0,0,847,45,0,0,0,0
6436.28,6,15,0,0,164,13,0,0,1,0
8676.88,5,0,0,0,391,14,0,0,0,0
2276.33,3,10,0,0,104,3,1,0,0,0
4683.65,2,8,0,1,638,33,0,0,1,0
2383.67,6,18,0,0,81,2,0,0,0,0
2626.73,1,17,0,0,127,9,0,0,0,0
1443.85,2,10,1,0,218,14,0,0,0,0
15768.58,7,6,0,0,316,19,0,0,0,0
12909.07,3,5,0,0,542,32,1,0,0,0
7611.64,3,5,0,0,89,4,0,0,1,0
31958.58,7,6,0,0,387,16,0,0,0,0
3680.32,9,18,0,0,209,9,0,0,0,0
92204.33,9,1,0,1,308,13,2,0,0,1
3542.08,5,0,0,0,714,31,0,0,0,0
5739.88,2,12,0,1,342,22,0,0,0,1
2987.59,11,5,0,0,451,27,1,0,0,0
6453.16,6,19,0,0,60,0,0,0,1,0
10255.97,9,18,0,0,182,6,0,0,0,0
3968.26,5,18,1,0,317,18,0,0,0,0
26284.11,7,10,0,1,107,3,0,0,0,0
5648.52,8,10,0,0,76,5,0,0,0,0
5828.33,7,10,1,0,185,3,0,0,0,0
1791.85,10,4,0,0,317,13,0,0,0,0
6758.11,10,13,0,0,521,35,0,0,0,0
3889.25,5,20,0,0,523,33,0,0,0,0
2420.57,4,6,0,1,289,12,0,0,0,0
2045.76,6,1,0,0,345,15,0,1,0,0
64328.84,9,13,0,0,95,3,2,0,0,0
3417.02,10,9,0,0,970,47,0,0,0,0
1035.89,7,19,0,0,769,36,0,0,0,0
2212.28,6,20,0,0,405,15,0,0,0,0
4223.55,7,22,0,0,258,12,0,0,0,0
7682.24,6,9,1,1,625,27,0,0,0,1
7744.95,3,21,0,0,982,54,0,0,0,0
8748.3,5,2,0,0,442,20,0,0,0,0
2333.54,8,8,0,0,527,21,0,0,0,0
6250.65,5,6,0,0,215,9,1,0,0,0
1851.85,10,22,0,0,113,7,0,0,0,0
2393.13,5,14,0,0,296,15,0,0,0,0
1776.31,5,8,1,0,479,28,0,0,0,0
1355.07,5,3,0,0,93,3,0,0,0,0
12890.03,1,18,0,0,931,39,0,0,0,0
8853.89,9,15,0,0,456,17,0,0,0,0
11809.57,7,20,0,0,525,34,1,0,0,0
4625.38,8,10,0,0,60,5,0,0,0,0
9670.23,4,3,0,0,227,11,0,1,0,0
764.11,11,8,0,1,347,18,0,0,0,0
10541.63,5,14,1,0,133,3,1,0,0,0
5308.79,6,5,0,0,1176,55,1,0,1,0
8325.76,3,1,0,0,736,32,1,1,0,0
6503.03,11,19,0,0,360,18,1,0,0,0
1657.3,10,12,0,0,571,37,1,0,1,0
994.22,9,9,0,0,259,15,1,0,0,0
2181.89,5,13,0,0,658,41,0,0,0,0
7823.73,10,17,0,0,298,11,2,0,0,0
8867.0,6,0,0,0,893,47,0,0,0,0
1132.36,4,10,1,0,204,5,0,0,0,1
1667.2,5,6,0,0,109,8,0,0,0,0
2157.63,3,2,1,0,321,15,0,0,0,0
3110.99,10,0,0,1,189,8,0,0,0,0
1139.05,7,10,0,0,444,26,0,0,0,0
1072.72,6,13,0,0,163,11,0,0,0,0
1955.04,4,12,0,0,1179,48,0,0,0,0
4847.67,0,18,0,0,105,7,0,0,0,0
1365.68,4,10,0,0,458,25,0,0,1,0
3960.78,6,14,0,0,255,15,0,0,0,0
12817.32,7,19,1,0,811,40,0,0,0,0
1209.81,4,15,0,0,267,13,0,0,1,0
3617.56,4,21,0,1,265,13,0,0,0,0
12391.38,5,5,0,0,249,13,1,0,0,0
2927.0,4,18,1,0,469,23,0,0,1,0
2505.72,6,16,0,0,245,6,1,0,0,0
14235.52,4,13,0,0,219,11,1,0,0,0
3274.1,6,0,0,0,102,6,1,1,0,0
13419.91,4,12,0,0,173,7,2,0,0,0
6829.22,7,20,0,0,560,28,0,0,0,0
3156.3,2,15,0,0,191,10,0,0,0,0
7184.57,2,0,0,1,372,12,1,0,0,0
6126.93,2,6,0,0,66,2,0,0,0,0
12343.47,8,13,0,0,543,17,0,0,0,0
2569.98,4,19,0,0,1342,60,1,0,0,0
4634.14,5,10,0,0,129,4,0,0,1,0
4181.75,9,20,0,0,158,6,1,0,0,0
8992.52,5,19,0,0,273,7,0,0,0,0
1595.31,4,6,0,0,78,2,1,0,0,0
12295.36,4,4,0,0,140,7,0,0,0,0
7089.21,5,21,0,1,521,31,1,0,1,1
1191.63,0,14,0,0,328,20,1,0,0,0
14887.29,5,20,0,0,329,16,0,0,0,0
41526.75,6,22,0,1,65,5,0,1,0,0
12110.57,3,10,0,0,103,6,0,0,0,0
18527.01,1,1,0,0,229,12,0,0,0,0
4843.4,9,21,0,1,734,38,1,1,0,0
844.29,8,14,0,0,221,13,0,0,0,0
703.37,7,2,0,0,381,19,0,0,0,0
5739.24,8,12,1,1,191,9,0,0,1,1
2460.26,3,0,0,0,325,14,0,0,0,0
1781.88,12,6,0,1,963,46,1,0,0,0
4176.6,5,8,0,1,425,23,0,0,0,0
8230.36,3,10,0,0,269,15,0,0,0,0
1040.28,7,13,0,0,499,27,0,0,0,0
2838.76,10,20,0,0,490,27,0,0,0,0
20128.07,4,8,0,0,456,16,0,0,0,0
1517.34,5,17,0,1,224,19,2,0,0,0
10612.22,10,22,0,1,88,2,0,0,0,0
2738.78,5,17,0,0,295,13,0,0,0,1
7675.54,6,6,0,0,143,6,1,0,1,0
13324.07,3,16,0,1,128,9,0,0,0,0
9332.72,4,6,0,0,376,14,0,0,1,0
11038.67,4,11,0,0,318,20,0,0,0,0
1405.86,7,15,0,0,499,18,0,0,0,0
13543.47,9,7,0,0,451,22,0,0,0,0
1895.63,9,0,0,0,490,19,0,0,0,0
5764.89,3,20,0,0,1225,51,0,0,0,0
5757.43,7,17,0,1,226,6,0,0,0,0
7223.7,2,2,0,0,434,23,1,0,0,0
6228.91,7,9,0,0,369,19,1,0,0,0
1912.54,8,6,0,1,62,2,0,0,0,0
1153.01,6,23,1,0,291,10,0,1,0,0
10639.71,9,22,0,0,130,6,1,0,1,0
5355.26,7,16,0,0,557,34,0,1,0,0
14035.95,4,10,0,0,215,14,1,0,0,0
4252.52,8,1,0,0,173,10,1,0,0,0
1090.98,7,5,0,0,714,40,1,0,0,0
11685.8,6,2,1,0,400,23,0,0,0,0
3070.6,6,18,0,0,463,21,0,0,0,0
6260.43,7,2,0,0,378,16,0,0,1,0
2327.48,7,16,0,1,140,3,0,0,0,0
23024.21,8,22,0,0,100,3,0,0,0,0
1850.91,4,7,0,0,461,23,3,0,0,0
3173.44,9,16,0,0,667,40,0,0,0,0
4951.51,3,21,0,1,267,11,1,1,0,0
1491.92,6,10,0,0,680,46,0,0,0,0
6188.94,8,10,0,0,269,9,0,1,0,0
22290.38,4,4,0,0,233,10,0,0,0,1
2723.13,3,10,0,0,356,18,0,0,0,0
6602.1,5,20,0,1,164,8,0,0,0,0
284.45,3,15,0,0,518,22,0,0,0,1
4277.27,8,4,1,0,705,39,1,1,0,0
3251.78,5,12,0,0,142,7,0,1,0,0
1961.57,6,16,0,0,223,13,0,0,0,0
13114.19,7,1,0,0,704,39,0,0,1,0
3209.13,4,18,0,0,188,5,0,0,0,1
3723.88,7,4,0,0,182,11,0,1,0,0
3049.73,4,7,0,0,874,46,0,0,0,0
654.05,12,9,0,0,990,48,0,0,0,0
1433.7,5,12,0,0,383,22,1,0,0,0
11627.1,6,21,0,0,361,13,0,0,0,0
539.18,5,5,0,0,1011,57,0,0,0,0
2066.65,8,6,0,0,729,35,0,0,0,0
2981.79,4,9,0,0,1032,58,0,0,0,0
25428.4,8,20,0,0,211,13,0,0,0,1
9591.22,5,23,0,0,254,19,1,0,1,0
2547.4,5,10,0,0,56,4,1,1,0,0
16391.43,8,16,0,0,68,10,0,0,0,0
2120.66,5,22,0,0,78,2,0,0,0,0
12198.88,7,20,0,1,259,16,0,0,0,0
1142.67,4,16,0,0,164,8,0,0,0,0
13007.19,8,12,0,0,377,17,0,0,0,0
2962.73,7,23,0,0,200,13,0,0,0,0
1590.01,4,5,0,0,810,41,0,0,0,0
3579.06,3,8,0,0,153,6,0,0,0,0
5868.44,4,17,0,0,51,2,0,0,0,0
2711.48,3,0,0,0,99,3,0,0,0,0
7738.43,3,12,0,1,740,37,0,0,0,0
2482.46,5,20,0,0,154,10,0,0,0,0
8269.86,10,4,0,0,542,27,1,0,0,0
6920.35,3,19,0,0,371,10,0,1,0,0
4184.23,10,9,0,0,670,29,0,0,1,0
2860.12,5,20,0,0,869,42,0,0,0,0
5174.72,4,15,0,0,394,22,0,0,0,0
7709.85,3,3,0,0,402,19,0,0,0,0
34954.38,4,17,0,0,30,3,0,0,0,0
11377.81,1,1,0,0,349,15,2,1,0,0
11801.59,8,5,0,0,227,6,1,0,0,0
97588.23,6,21,0,1,497,29,1,0,0,0
7449.92,5,21,0,0,544,27,1,0,0,0
7220.24,3,1,0,0,111,3,1,0,0,0
8991.32,8,9,0,0,292,14,0,1,0,0
1621.38,4,2,0,0,776,34,1,0,0,0
2852.92,2,6,0,0,545,29,0,0,0,0
2680.69,9,23,1,0,430,19,1,0,0,0
8498.24,8,4,0,1,474,25,0,0,0,0
3736.2,3,15,0,0,25,2,0,0,0,0
5106.26,3,19,0,0,332,19,0,0,0,0
13193.17,3,21,1,0,194,11,1,0,0,0
10542.3,4,8,0,0,865,48,0,0,1,0
3783.02,5,16,0,0,1222,83,0,0,0,0
2275.61,6,11,0,0,197,6,0,0,0,0
13839.4,5,2,0,0,942,45,0,0,0,0
9642.07,9,5,0,0,521,29,1,0,0,0
892.25,10,17,1,0,26,1,0,0,0,0
3251.42,3,16,0,0,787,42,0,0,0,0
5247.54,2,12,1,1,664,36,0,0,0,0
9689.81,6,18,0,0,333,17,0,0,0,0
11049.07,4,16,0,0,521,30,0,0,0,0
5907.07,4,8,0,0,563,25,0,0,0,1
7984.42,2,7,0,0,862,36,0,1,0,0
4741.63,4,22,0,0,873,48,0,0,0,0
2266.85,11,23,0,0,242,6,0,0,0,0
3424.59,4,0,0,0,178,10,0,0,0,0
4532.33,8,18,0,0,193,10,1,0,0,0
4295.49,4,3,0,0,174,10,0,0,0,0
674.81,7,20,0,0,250,13,0,0,0,0
2988.47,6,14,1,0,258,16,0,0,0,0
4704.17,13,16,0,1,162,2,0,0,0,0
3356.42,11,16,0,0,294,13,0,0,0,0
3474.4,3,14,0,0,783,33,0,0,1,0
7244.45,4,6,0,0,347,26,0,0,0,0
1511.78,7,19,0,0,111,7,0,0,0,0
873.02,9,13,0,0,203,8,0,0,0,0
3139.54,5,13,0,0,1017,49,0,0,0,0
9548.26,3,7,0,0,756,39,1,0,0,0
24041.89,6,0,0,0,163,5,0,0,0,0
9721.82,7,13,0,0,868,39,2,1,0,0
1024.27,3,8,0,0,575,24,0,0,0,0
3524.99,6,15,0,0,959,42,1,0,0,0
5748.16,0,8,1,0,75,4,0,0,1,0
5311.3,6,23,0,0,212,9,0,0,0,0
7625.89,7,16,0,0,601,33,0,0,0,0
1777.48,6,10,0,0,460,24,0,0,0,0
4745.46,4,16,0,0,903,42,0,0,0,0
6770.45,6,15,0,0,675,37,0,0,0,0
10154.49,9,14,0,0,67,2,0,0,1,0
1986.8,2,13,0,0,510,19,0,0,0,0
3149.01,4,22,0,0,705,28,0,0,0,0
297.73,5,7,0,0,138,6,0,0,0,0
2388.78,8,10,0,0,380,22,0,0,0,0
2632.23,11,6,0,0,155,4,3,1,0,0
1604.26,3,13,1,0,443,22,0,0,0,0
5248.05,3,23,0,0,289,13,0,0,0,0
4205.11,3,14,0,0,344,10,2,0,0,0
464.42,6,4,0,1,706,35,0,0,0,0
5516.55,5,22,0,0,238,16,0,0,0,0
1757.55,11,18,0,0,265,13,0,0,0,0
7227.79,5,10,0,0,280,12,0,0,0,0
1234.16,10,3,1,0,411,21,0,0,0,1
4582.53,5,9,0,0,242,12,0,0,1,0
3350.41,5,19,0,0,181,14,0,0,0,0
6021.56,8,13,0,0,609,29,0,0,0,0
5037.66,11,4,0,0,264,19,0,1,0,0
3445.54,8,3,0,0,316,11,0,0,0,0
956.93,7,23,0,0,536,31,0,0,0,0
1015.15,9,10,0,1,219,12,0,0,0,0
2480.25,9,16,0,0,107,6,0,0,0,0
4410.4,3,8,0,1,851,44,1,0,0,0
2420.55,9,2,0,0,456,25,1,0,1,0
8309.98,6,9,0,0,342,20,0,0,0,0
3363.64,4,16,0,0,366,23,0,0,0,0
1694.24,6,8,0,0,968,55,0,0,0,0
3367.43,11,14,0,0,542,28,0,0,0,0
5573.95,9,10,0,0,22,2,0,0,0,0
6154.17,4,8,0,0,337,12,1,0,0,0
29096.67,6,6,0,0,367,27,1,0,0,1
2278.09,8,6,0,0,343,14,0,0,0,0
4132.02,6,6,0,1,55,7,0,0,0,0
6809.84,9,17,0,0,131,3,0,0,0,0
4344.11,3,8,0,0,73,7,1,0,1,0
2695.62,4,17,0,0,1068,42,0,0,0,0
944.58,5,7,0,1,347,20,0,1,0,0
2668.22,5,7,0,0,390,15,1,0,0,0
1519.74,11,22,0,1,297,15,2,0,0,0
791.08,10,21,0,0,86,6,0,0,0,0
2006.85,9,9,0,1,162,7,0,0,0,0
1560.73,11,6,0,0,180,9,0,0,0,0
7972.76,7,17,1,0,1072,53,1,0,0,0
8111.94,5,1,0,0,303,15,1,0,0,0
1801.04,5,10,0,0,215,9,0,0,0,0
3428.13,3,14,0,0,680,36,0,0,1,0
693.5,3,16,0,0,267,13,1,0,0,0
2712.59,2,2,0,0,110,5,0,0,0,0
6627.49,5,0,1,0,159,8,0,1,0,0
10147.05,6,6,0,0,676,40,0,0,0,0
2179.72,3,2,0,0,227,12,0,0,0,0
12731.76,6,12,1,1,416,20,0,0,0,0
976.83,6,22,0,0,302,24,0,0,0,0
1277.13,8,6,0,0,566,35,1,0,1,0
9042.24,8,10,0,0,270,11,0,0,0,0
23650.07,7,5,0,0,183,15,0,0,0,0
7283.97,5,1,0,0,155,8,0,1,0,0
4271.23,5,16,0,0,604,34,1,0,0,0
495.13,2,6,0,0,216,16,0,0,0,0
588.49,4,13,1,0,399,15,0,0,0,0
5061.46,6,16,0,0,750,36,1,0,0,0
3108.63,4,20,0,1,344,22,0,0,0,0
1471.69,10,4,0,0,449,26,0,0,1,0
4748.26,9,13,0,0,220,11,0,0,0,0
4989.7,3,21,0,0,269,13,0,0,0,0
11434.79,4,11,0,1,762,37,0,0,0,0
5097.99,5,0,0,0,561,30,0,0,0,0
15190.03,2,6,0,0,293,12,0,0,0,0
4482.76,8,19,0,1,347,17,1,0,0,0
3962.64,5,19,0,0,283,12,1,0,0,0
12891.35,5,7,0,0,517,30,0,0,0,0
1671.64,7,4,0,0,210,10,0,0,0,0
74194.66,8,7,0,0,517,35,0,0,1,0
6472.11,5,5,0,0,944,38,1,1,0,0
6508.27,3,17,0,0,374,23,0,0,0,0
7518.3,4,20,0,0,119,9,0,1,0,0
29060.54,5,1,0,0,310,15,1,0,0,0
9823.25,3,17,0,0,893,41,0,0,0,0
893.32,5,18,0,0,346,13,0,0,0,0
18096.44,3,14,1,0,144,3,0,0,0,0
3162.45,3,20,0,0,300,25,0,0,0,0
4950.06,5,0,0,0,801,43,0,0,0,0
1237.37,7,16,0,0,211,14,0,0,0,0
7526.63,5,3,0,0,811,58,0,0,0,1
2318.38,3,21,0,0,283,15,0,0,1,0
4915.6,11,11,0,0,1366,57,1,1,0,0
3347.27,7,2,0,0,228,10,1,0,0,0
30485.69,6,17,0,0,171,11,3,0,0,0
32281.85,10,17,0,0,28,0,1,0,0,0
4658.8,5,11,0,0,318,12,1,0,0,0
4740.88,7,7,0,0,277,11,0,0,0,0
3061.18,3,0,0,0,888,49,0,1,0,0
13440.21,6,21,0,0,615,27,1,0,0,0
3200.56,6,4,0,0,787,41,1,0,0,0
2918.03,6,20,0,0,674,31,1,0,1,0
11832.35,8,14,0,0,327,18,2,0,0,0
2595.93,7,16,0,0,2774,138,2,0,0,0
4282.3,10,16,0,0,307,16,0,0,0,0
914.79,8,20,0,0,448,33,0,0,0,0
8992.9,8,0,0,0,1075,44,0,0,0,0
30972.87,8,23,0,0,628,24,0,1,0,0
9147.4,6,1,0,0,374,24,0,0,0,0
19183.37,9,23,0,0,503,25,0,0,0,0
1908.17,3,6,0,0,209,11,0,0,0,0
5632.59,5,20,0,0,255,10,0,0,0,0
1731.67,8,2,0,0,447,17,1,0,1,0
3541.25,4,11,0,0,145,8,0,0,0,0
9625.89,9,13,1,0,195,9,2,0,0,0
4923.72,4,22,0,0,61,4,2,0,0,0
1082.86,1,2,0,0,338,18,1,0,0,0
1193.89,3,0,0,1,373,27,0,0,0,0
1117.49,7,15,0,0,694,40,0,1,0,0
7269.57,9,1,0,0,169,12,0,0,0,0
35027.7,7,18,0,0,257,8,0,0,0,0
17369.28,6,0,0,1,578,22,1,0,1,0
667.82,10,23,0,0,650,28,1,0,0,0
18417.86,4,12,0,0,629,31,0,0,0,0
11343.5,3,22,0,0,181,6,1,0,0,0
948.33,4,3,0,0,75,4,0,0,0,0
3283.94,4,6,0,0,367,19,0,0,0,0
13300.04,7,10,0,0,329,21,0,0,0,0
7711.23,6,0,0,0,386,18,1,1,1,1
1200.99,4,2,0,0,434,27,1,1,0,0
8190.6,3,7,1,0,486,21,0,0,0,0
524.53,4,17,0,0,490,22,1,0,0,0
3558.8,9,17,0,0,261,15,0,0,0,0
13876.57,7,2,0,0,294,12,1,0,0,0
4529.62,7,1,0,0,230,12,0,0,0,0
2700.15,7,15,0,0,590,35,0,0,0,0
10822.11,4,8,1,0,143,9,0,0,0,0
11786.99,5,19,0,0,1028,44,0,0,0,0
16482.26,8,7,0,0,335,17,1,1,1,0
10660.95,10,8,0,0,332,15,0,0,0,0
13113.2,5,5,0,0,289,7,1,0,0,0
9254.9,8,6,0,0,603,37,1,0,0,0
5799.51,4,16,0,0,358,16,0,0,0,0
4863.48,5,11,0,0,240,8,0,0,0,0
3507.79,4,15,0,0,583,30,0,0,0,0
1322.97,10,1,0,0,207,12,0,0,0,0
1710.75,7,12,0,1,612,26,0,0,0,0
3354.26,7,11,0,0,97,8,0,0,0,0
5661.55,4,21,0,0,791,34,0,0,0,0
18784.97,6,10,0,0,200,9,1,0,0,0
4265.02,4,2,0,1,125,6,0,0,0,1
12130.48,6,16,0,0,275,12,1,0,1,0
13086.23,8,3,0,0,247,11,0,0,0,0
3528.24,3,21,0,0,437,31,0,0,0,0
8060.17,6,9,0,0,119,4,0,1,0,0
3485.87,2,18,0,0,428,20,1,0,0,0
16682.84,7,15,0,0,273,15,0,0,0,0
8398.79,7,11,0,0,356,20,0,0,0,0
1352.24,2,14,0,1,142,7,2,0,0,0
5226.64,9,4,0,0,340,17,0,0,0,0
23112.11,9,1,0,0,203,8,0,0,0,0
3709.93,4,18,0,0,83,5,0,1,0,0
6958.47,10,23,0,0,516,22,1,0,0,0
7676.19,8,20,0,0,175,5,0,0,0,0
1577.15,8,7,0,0,429,28,0,0,0,0
7410.91,1,8,0,0,177,12,2,0,0,0
1103.41,9,8,0,0,333,21,0,1,0,0
2378.86,10,16,0,0,1269,66,1,0,0,0
13039.3,6,14,0,0,679,40,1,0,1,0
6353.47,10,19,0,0,959,46,0,0,0,0
3279.75,4,22,0,0,704,34,0,0,0,0
6949.75,1,9,0,0,326,10,1,0,0,0
4187.7,6,15,0,0,603,23,0,0,0,0
4503.36,6,12,1,0,296,18,0,0,0,0
8576.82,4,22,0,0,118,7,0,1,1,0
2148.73,3,8,0,0,397,17,1,0,0,1
4630.11,7,4,0,0,89,10,1,0,0,0
3254.3,10,9,0,0,288,15,1,0,0,0
910.87,4,14,0,0,744,35,0,0,0,0
1771.43,3,22,0,0,652,29,0,0,0,0
21337.18,5,19,0,1,291,15,0,0,0,0
6533.66,6,0,0,0,956,58,0,0,0,0
1183.71,4,12,0,0,471,25,2,0,0,0
953.03,4,3,0,1,536,31,2,0,0,0
3975.22,3,8,0,0,246,17,0,0,0,0
21187.92,6,22,0,0,592,29,1,0,0,0
3689.48,4,23,0,0,306,15,1,0,0,0
